page,date,description_raw,amount,balance,balance_ok,description_clean,statement_id,bank
2,2026-04-23,POS PURCHASE PICK PAY SUPER PEKIN 5337*7401 23 APR,-1917.77,-102.6,True,pick pay super pekin,STMT009,highveld
2,2026-04-24,POSHMARK,-295.44,-398.04,True,poshmark,STMT009,highveld
2,2026-04-25,SALARY SUNVELD ENGINEERING,33000.0,32601.96,True,salary sunveld engineering,STMT009,highveld
2,2026-04-26,TRANSFER TO SAVINGS,-600.0,32001.96,True,transfer savings,STMT009,highveld
2,2026-04-26,POS PURCHASE PIZZA HUT 26 APR,-82.81,31919.15,True,pizza hut,STMT009,highveld
2,2026-04-27,PIQUA SPAR EXPRESS,-498.94,31420.21,True,piqua spar express,STMT009,highveld
2,2026-04-28,CHECKERS COM,-277.51,31142.7,True,checkers com,STMT009,highveld
2,2026-04-30,POS PURCHASE NSF PAID ITEM FEE 30 APR,-345.88,30796.82,True,nsf paid item fee,STMT009,highveld
2,2026-04-30,POS PURCHASE WOOLWORTHS COM 7553*5174,-254.03,30542.79,True,woolworths com,STMT009,highveld
2,2026-04-30,ATM FEE MIDRAND 4297*5003,-47.42,30495.37,True,atm fee midrand,STMT009,highveld
2,2026-04-30,MONTHLY ACCOUNT FEE,-65.0,30430.37,True,monthly account fee,STMT009,highveld
2,2026-04-30,CARD PURCHASE GRID 30 APR,-153.71,30276.66,True,grid,STMT009,highveld
1,2026-04-01,DEBIT ORDER ALABAMAPOWERRW,-2425.57,19968.29,True,alabamapowerrw,STMT010,protea
1,2026-04-01,CARD PURCHASE AMPATH LAB ROSEBANK 7807*3160,-1331.69,18636.6,True,ampath lab rosebank,STMT010,protea
1,2026-04-02,POS PURCHASE ASTRON ENERGY GURU LOMBARD ST PORTLAND ORUS BLOEMFONTEIN 02 APR,-1510.13,17126.47,True,astron energy guru lombard st portland orus bloemfontein,STMT010,protea
1,2026-04-03,POS PURCHASE MESA,-165.87,16960.6,True,mesa,STMT010,protea
1,2026-04-03,DEBIT ORDER MEDIRITE PHARMACY MEMBERSHIP 7555*9090,-57.74,16902.86,True,medirite pharmacy membership,STMT010,protea
1,2026-04-04,POS PURCHASE CHK PURCH SIG SASOL BUDDYS JACKSON 9526*3935,-779.83,16123.03,True,chk purch sig sasol buddys jackson,STMT010,protea
1,2026-04-05,POS PURCHASE ASTRON ENERGY 9996*3829,-832.24,15290.79,True,astron energy,STMT010,protea
1,2026-04-07,INTERNET PMT TO CITY TSHWANE ELECTRICITY CENTURION,-2508.05,12782.74,True,city tshwane electricity centurion,STMT010,protea
1,2026-04-08,POS PURCHASE NANDOS 2772*3764,-25.9,12756.84,True,nandos,STMT010,protea
1,2026-04-08,CARD PURCHASE WAL SHOPRITE SUPER CAPE TOWN 08 APR,-829.49,11927.35,True,wal shoprite super cape town,STMT010,protea
1,2026-04-08,FOOD LION DURHAM 08 APR,-90.5,11836.85,True,food lion durham,STMT010,protea
1,2026-04-09,ACME PHILADELPHIA PADATE 1382*5162,-530.19,11306.66,True,acme philadelphia padate,STMT010,protea
1,2026-04-10,POS PURCHASE SAVE LOT 4759*4369 10 APR,-404.96,10901.7,True,save lot,STMT010,protea
1,2026-04-11,POS PURCHASE ENGEN 4745*5958 11 APR,-235.67,10666.03,True,engen,STMT010,protea
1,2026-04-11,POS PURCHASE CHK PURCH PIN STEERS JACKSON RANDBURG,-161.14,10504.89,True,chk purch pin steers jackson randburg,STMT010,protea
1,2026-04-11,CARD PURCHASE SHOPRITE PROSPER 8414*7024,-207.53,10297.36,True,shoprite prosper,STMT010,protea
1,2026-04-11,SHELL SPRINGFIELD,-477.26,9820.1,True,shell springfield,STMT010,protea
1,2026-04-12,CARD PURCHASE KRISPY KREME SOWETO,-43.14,9776.96,True,krispy kreme soweto,STMT010,protea
1,2026-04-12,CHICKEN LICKEN CREDIT JOHANNESBURG 1545*5889,-250.88,9526.08,True,chicken licken credit johannesburg,STMT010,protea
1,2026-04-13,PIN GIANT EPHRATA 9042*7811,-1014.63,8511.45,True,pin giant ephrata,STMT010,protea
1,2026-04-16,CARD PURCHASE ATM FEE 6057*7337,-96.96,8414.49,True,atm fee,STMT010,protea
1,2026-04-16,WOOLWORTHS FOOD BLOEMFONTEIN,-754.74,7659.75,True,woolworths food bloemfontein,STMT010,protea
1,2026-04-17,CARD PURCHASE FOOD LION FAYETTEVILLE 17 APR,-244.55,7415.2,True,food lion fayetteville,STMT010,protea
1,2026-04-17,POS PURCHASE MICROSOFT MICROSOF MSBILL INFO,-172.18,7243.02,True,microsoft microsof msbill info,STMT010,protea
1,2026-04-18,CARD PURCHASE TOTALENERGIES JEFF JEFFE SOWETO 7461*5238 18 APR,-309.88,6933.14,True,totalenergies jeff jeffe soweto,STMT010,protea
1,2026-04-19,POS PURCHASE COURTESY PAY FEE 8820*1891 19 APR,-284.13,6649.01,True,courtesy pay fee,STMT010,protea
1,2026-04-19,POS PURCHASE DEL TACO LAKEWOOD MIDRAND,-93.05,6555.96,True,del taco lakewood midrand,STMT010,protea
1,2026-04-22,RAINBOW,-192.05,6363.91,True,rainbow,STMT010,protea
1,2026-04-23,POS PURCHASE MICRO ELECTRONIC DULUTH,-61.09,6302.82,True,micro electronic duluth,STMT010,protea
1,2026-04-23,HARRIS TEETER FU WAT NEW BERN 5785*1299,-795.13,5507.69,True,harris teeter fu wat new bern,STMT010,protea
1,2026-04-24,POS PURCHASE WOOLWORTHS FOOD PATRI DURBAN 9362*9342,-320.53,5187.16,True,woolworths food patri durban,STMT010,protea
1,2026-04-24,POS PURCHASE CHECKERS POLOKWANE 8710*7766,-309.56,4877.6,True,checkers polokwane,STMT010,protea
1,2026-04-24,POS PURCHASE WOOLWORTHS COM,-237.03,4640.57,True,woolworths com,STMT010,protea
1,2026-04-25,CARD PURCHASE PICK PAY MIDDLEBR KNOXVILLE PIN 25 APR,-218.86,4421.71,True,pick pay middlebr knoxville pin,STMT010,protea
1,2026-04-25,SALARY MOTSWEDI HOLDINGS,44700.0,49121.71,True,salary motswedi holdings,STMT010,protea
2,2026-04-26,POS PURCHASE STOP SHOP MIDRAND,-1547.21,47574.5,True,stop shop midrand,STMT010,protea
2,2026-04-26,TRANSFER TO SAVINGS,-1600.0,45974.5,True,transfer savings,STMT010,protea
2,2026-04-27,SHELL 9300*9083,-1240.02,44734.48,True,shell,STMT010,protea
2,2026-04-27,CARD PURCHASE LAVEEN 7346*6318,-441.31,44293.17,True,laveen,STMT010,protea
2,2026-04-29,CHICKEN LICKEN FLORENCEKY 29 APR,-121.88,44171.29,True,chicken licken florenceky,STMT010,protea
2,2026-04-30,MONTHLY ACCOUNT FEE,-69.0,44102.29,True,monthly account fee,STMT010,protea
2,2026-04-30,POS PURCHASE CHECKERS 30 APR,-676.51,43425.78,True,checkers,STMT010,protea
2,2026-04-30,DBT CRD LO MIO GROCERIES WEST HAZLETON 5737*3040,-164.44,43261.34,True,dbt crd lo mio groceries west hazleton,STMT010,protea
2,2026-04-30,CARD PURCHASE WOOLWORTHS FOOD 30 APR,-1133.44,42127.9,True,woolworths food,STMT010,protea
1,2026-08-01,BP INSIDE POLOKWANE 3318*5535,-742.91,19466.03,True,bp inside polokwane,STMT011,karoo
1,2026-08-01,EFT PAYMENT COS UTILITIES EZPA POLOKWANE 1951*1333,-1232.32,18233.71,True,cos utilities ezpa polokwane,STMT011,karoo
1,2026-08-02,POS PURCHASE AMPATH LAB MEMBERSHIP MIDRAND 5486*6645,-1436.93,16796.78,True,ampath lab membership midrand,STMT011,karoo
1,2026-08-02,POS PURCHASE MERCHANT ASTRON ENERGY EXPRE FLINT CAPE TOWN 9883*4019 02 AUG,-790.6,16006.18,True,merchant astron energy expre flint cape town,STMT011,karoo
1,2026-08-02,CARD PURCHASE WOOLWORTHS FOOD WEST PALM BEAFL 5933*3565,-58.92,15947.26,True,woolworths food west palm beafl,STMT011,karoo
1,2026-08-03,CARD PURCHASE SEATTLE COFFEE NEW PORT RICH,-20.38,15926.88,True,seattle coffee new port rich,STMT011,karoo
1,2026-08-04,POS PURCHASE PIZZA HUT BLOEMFONTEIN,-631.39,15295.49,True,pizza hut bloemfontein,STMT011,karoo
1,2026-08-04,POS PURCHASE SASOL MENLYN,-818.15,14477.34,True,sasol menlyn,STMT011,karoo
1,2026-08-05,DEBIT ORDER ESKOM DATA BUNDLE,-1628.52,12848.82,True,eskom data bundle,STMT011,karoo
1,2026-08-07,INTERNET PMT TO SCHOOL FEES DEPT EDUC CENTURION 4777*3286 07 AUG,-3259.83,9588.99,True,school fees dept educ centurion,STMT011,karoo
1,2026-08-07,SPUR WASHINGTON AVEHOLLAND MIUS ROSEBANK,-80.32,9508.67,True,spur washington aveholland mius rosebank,STMT011,karoo
1,2026-08-09,FLBLUE ACA WWW DABL JOHANNESBURG 09 AUG,-1521.99,7986.68,True,flblue aca www dabl johannesburg,STMT011,karoo
1,2026-08-13,CARD PURCHASE ATM FEE,-47.42,7939.26,True,atm fee,STMT011,karoo
1,2026-08-14,CARD PURCHASE ATM FEE 5677*3973 14 AUG,-96.96,7842.3,True,atm fee,STMT011,karoo
1,2026-08-15,POS PURCHASE CONVENIENCE MART CENTURION 15 AUG,-268.17,7574.13,True,convenience mart centurion,STMT011,karoo
1,2026-08-16,POS PURCHASE WOOLWORTHS COM DURBAN 8475*3614,-310.79,7263.34,True,woolworths com durban,STMT011,karoo
1,2026-08-17,CARD PURCHASE SHELL GAS 17 AUG,-437.57,6825.77,True,shell gas,STMT011,karoo
1,2026-08-17,CARD PURCHASE NSC LAKEWOOD 1965*9789 17 AUG,-734.49,6091.28,True,nsc lakewood,STMT011,karoo
1,2026-08-17,ROMANS PIZZA HOPEWELLVA JOHANNESBURG 9382*1884,-148.16,5943.12,True,romans pizza hopewellva johannesburg,STMT011,karoo
1,2026-08-18,CARD PURCHASE CHECKERS WAL POLOKWANE,-638.41,5304.71,True,checkers wal polokwane,STMT011,karoo
1,2026-08-19,POS PURCHASE MERCHANT ASTRON ENERGY EXPRE FLINT BLOEMFONTEIN,-445.35,4859.36,True,merchant astron energy expre flint bloemfontein,STMT011,karoo
1,2026-08-19,POS PURCHASE ATM FEE DURBAN,-47.42,4811.94,True,atm fee durban,STMT011,karoo
1,2026-08-19,POS PURCHASE MCDONALDS OHUS 3676*5807,-141.41,4670.53,True,mcdonalds ohus,STMT011,karoo
1,2026-08-21,CARD PURCHASE MONTHLY MAINTENANCE FEE,-138.88,4531.65,True,monthly maintenance fee,STMT011,karoo
1,2026-08-21,WOOLWORTHS 4766*4148,-823.9,3707.75,True,woolworths,STMT011,karoo
1,2026-08-22,POS PURCHASE AMPATH LAB CONSULTATION 3494*6389,-239.75,3468.0,True,ampath lab consultation,STMT011,karoo
1,2026-08-22,CARD PURCHASE SHELL LENEXA KSUS REF 2355*2021,-337.52,3130.48,True,shell lenexa ksus ref,STMT011,karoo
1,2026-08-23,CARD PURCHASE MONTHLY MAINTENANCE FEE PRETORIA,-117.06,3013.42,True,monthly maintenance fee pretoria,STMT011,karoo
1,2026-08-24,SHOPRITE FUEL RICHMONDKY,-889.57,2123.85,True,shoprite fuel richmondky,STMT011,karoo
1,2026-08-24,POS PURCHASE ATM FEE 5854*8542 24 AUG,-96.96,2026.89,True,atm fee,STMT011,karoo
1,2026-08-25,POS PURCHASE LK WITHDRWL CONVEN PRETORIA FEE 6455*1941,-73.9,1952.99,True,lk withdrwl conven pretoria fee,STMT011,karoo
2,2026-08-25,POS PURCHASE DBT WHOLEFDS KCM CAPE TOWN 25 AUG,-304.0,1648.99,True,dbt wholefds kcm cape town,STMT011,karoo
2,2026-08-25,SALARY BAOBAB CONSULTING,40100.0,41748.99,True,salary baobab consulting,STMT011,karoo
2,2026-08-26,CELL PHONES CENTURION 8223*9310,-812.99,40936.0,True,cell phones centurion,STMT011,karoo
2,2026-08-27,PICK PAY DURBAN 27 AUG,-295.52,40640.48,True,pick pay durban,STMT011,karoo
2,2026-08-28,CARD PURCHASE CAPITAL AUTO 6329*1134,-1276.24,39364.24,True,capital auto,STMT011,karoo
2,2026-08-29,RAISING CANES ROSEBANK 9770*2772,-194.48,39169.76,True,raising canes rosebank,STMT011,karoo
2,2026-08-31,MONTHLY ACCOUNT FEE,-65.0,39104.76,True,monthly account fee,STMT011,karoo
1,2026-06-01,POS PURCHASE FOOD,-1429.72,13924.76,True,food,STMT012,highveld
1,2026-06-02,CARD PURCHASE PIQUA KWIKSPAR JOHANNESBURG 02 JUN,-155.37,13769.39,True,piqua kwikspar johannesburg,STMT012,highveld
1,2026-06-05,SHELL INSIDE JOHANNESBURG,-528.21,13241.18,True,shell inside johannesburg,STMT012,highveld
1,2026-06-05,MONTHLY MAINTENANCE FEE 7651*7680 05 JUN,-284.13,12957.05,True,monthly maintenance fee,STMT012,highveld
1,2026-06-06,POS PURCHASE CHECKERS HYPER SUP RANDBURG,-185.05,12772.0,True,checkers hyper sup randburg,STMT012,highveld
1,2026-06-06,ENGEN LAKE 06 JUN,-377.08,12394.92,True,engen lake,STMT012,highveld
1,2026-06-07,EFT PAYMENT COS UTILITIES EZPA SANDTON,-1633.47,10761.45,True,cos utilities ezpa sandton,STMT012,highveld
1,2026-06-07,CARD PURCHASE TOTALENERGIES BUEN LAKE BUENA VI,-710.54,10050.91,True,totalenergies buen lake buena vi,STMT012,highveld
1,2026-06-07,INTERNET PMT TO GRID,-234.22,9816.69,True,grid,STMT012,highveld
1,2026-06-07,POS PURCHASE ROMANS PIZZA DEER PARK 4568*6088,-116.5,9700.19,True,romans pizza deer park,STMT012,highveld
1,2026-06-08,MEDIRITE PHARMACY MEMBERSHIP BLOEMFONTEIN,-50.0,9650.19,True,medirite pharmacy membership bloemfontein,STMT012,highveld
1,2026-06-08,CARD PURCHASE DURBAN LIFE INS PREM,-351.85,9298.34,True,durban life ins prem,STMT012,highveld
1,2026-06-09,GOLDEN CHICK 1741*8498,-100.44,9197.9,True,golden chick,STMT012,highveld
1,2026-06-09,POS PURCHASE NORTHSIDE MARKET 3361*8855,-369.47,8828.43,True,northside market,STMT012,highveld
1,2026-06-09,CARD PURCHASE OAK PARK CONVENIENCE PLEASANT HILL,-1415.76,7412.67,True,oak park convenience pleasant hill,STMT012,highveld
1,2026-06-11,CARD PURCHASE KOHLS 11 JUN,-200.88,7211.79,True,kohls,STMT012,highveld
1,2026-06-13,POS PURCHASE ASTRON ENERGY HUNTINGDON HATFIELD 7780*1916,-308.1,6903.69,True,astron energy huntingdon hatfield,STMT012,highveld
1,2026-06-13,CARD PURCHASE ASTRON ENERGY TOCK CAPE TOWN,-1450.94,5452.75,True,astron energy tock cape town,STMT012,highveld
1,2026-06-13,POS PURCHASE KRISPY KREME,-91.8,5360.95,True,krispy kreme,STMT012,highveld
1,2026-06-14,CARD PURCHASE RAISING CANES BEAUMONT 6088*7863,-149.48,5211.47,True,raising canes beaumont,STMT012,highveld
1,2026-06-14,POS PURCHASE INTL FEE GHL LEVELS BANGKOK TH 8405*7417,-20.38,5191.09,True,intl fee ghl levels bangkok th,STMT012,highveld
1,2026-06-15,CARD PURCHASE SASOL OUTSIDE GAINSVILLE DURBAN,-1392.4,3798.69,True,sasol outside gainsville durban,STMT012,highveld
1,2026-06-15,POS PURCHASE MONTHLY MAINTENANCE FEE,-184.99,3613.7,True,monthly maintenance fee,STMT012,highveld
1,2026-06-15,CARD PURCHASE PUBLIX SUPER RED BUG LAKE WINTER SPRING SANDTON 15 JUN,-852.6,2761.1,True,publix super red bug lake winter spring sandton,STMT012,highveld
1,2026-06-15,POS PURCHASE MICROSOFT MIDRAND,-167.74,2593.36,True,microsoft midrand,STMT012,highveld
1,2026-06-16,POS PURCHASE MONTHLY MAINTENANCE FEE,-117.06,2476.3,True,monthly maintenance fee,STMT012,highveld
1,2026-06-17,PICK PAY MIDDLEBR KNOXVILLE PIN 8729*2241 17 JUN,-208.53,2267.77,True,pick pay middlebr knoxville pin,STMT012,highveld
1,2026-06-17,CARD PURCHASE ALLSUPS INTERSTMERKEL BLOEMFONTEIN,-47.11,2220.66,True,allsups interstmerkel bloemfontein,STMT012,highveld
1,2026-06-18,BRAUMS STORE SANDTON,-250.19,1970.47,True,braums store sandton,STMT012,highveld
1,2026-06-20,POS PURCHASE WOOLWORTHS ROSEBANK,-341.74,1628.73,True,woolworths rosebank,STMT012,highveld
1,2026-06-20,POS PURCHASE WIMPY SAN DIEGO,-317.96,1310.77,True,wimpy san diego,STMT012,highveld
1,2026-06-21,POS PURCHASE FOOD JOHANNESBURG 6434*5288 21 JUN,-89.65,1221.12,True,food johannesburg,STMT012,highveld
1,2026-06-21,CARD PURCHASE DDA PUR APPLE COM,-225.42,995.7,True,dda pur apple com,STMT012,highveld
2,2026-06-22,APPLE MUSIC 22 JUN,-82.3,913.4,True,apple music,STMT012,highveld
2,2026-06-25,VIRGIN ACTIVE SCRIPT 9746*3706 25 JUN,-522.37,391.03,True,virgin active script,STMT012,highveld
2,2026-06-25,SALARY BLUE CRANE SYSTEMS,24600.0,24991.03,True,salary blue crane systems,STMT012,highveld
2,2026-06-26,TRANSFER TO SAVINGS,-1800.0,23191.03,True,transfer savings,STMT012,highveld
2,2026-06-26,POS PURCHASE WIMPY 6042*1537 26 JUN,-87.8,23103.23,True,wimpy,STMT012,highveld
2,2026-06-27,POS PURCHASE MCDONALDS,-56.9,23046.33,True,mcdonalds,STMT012,highveld
2,2026-06-27,CARD PURCHASE SASOL HATFIELD 7955*2216 27 JUN,-1314.12,21732.21,True,sasol hatfield,STMT012,highveld
2,2026-06-27,POS PURCHASE MUGG BEAN 5688*3173 27 JUN,-163.34,21568.87,True,mugg bean,STMT012,highveld
2,2026-06-28,CARD PURCHASE PIQUA PICK PAY EXPRESS 8524*7498 28 JUN,-410.06,21158.81,True,piqua pick pay express,STMT012,highveld
2,2026-06-30,MONTHLY ACCOUNT FEE,-65.0,21093.81,True,monthly account fee,STMT012,highveld
1,2026-08-01,MASTERCARD CHICKEN LICKEN BROCKTON DATE POLOKWANE 2066*2074,-138.93,17987.53,True,mastercard chicken licken brockton date polokwane,STMT013,protea
1,2026-08-01,SASOL JOHANNESBURG 6369*1976 01 AUG,-1047.18,16940.35,True,sasol johannesburg,STMT013,protea
1,2026-08-02,POS PURCHASE BOXER SUP DDA PIN PUR CD FARMINGTON MENLYN 2071*6758,-729.52,16210.83,True,boxer sup dda pin pur cd farmington menlyn,STMT013,protea
1,2026-08-02,CELL PREPAID SANDTON,-614.2,15596.63,True,cell prepaid sandton,STMT013,protea
1,2026-08-02,POS PURCHASE FRESH MARKET 02 AUG,-647.25,14949.38,True,fresh market,STMT013,protea
1,2026-08-02,DEBIT ORDER CELL AIRTIME ROSEBANK 2394*3296 02 AUG,-1236.35,13713.03,True,cell airtime rosebank,STMT013,protea
1,2026-08-03,POS PURCHASE FOOD LION FOOD LION VIRGINIABEACH RANDBURG,-243.71,13469.32,True,food lion food lion virginiabeach randburg,STMT013,protea
1,2026-08-03,POS PURCHASE FOOD LOVERS MARKET SALEM RD COVINGTON JOHANNESBURG,-1426.13,12043.19,True,food lovers market salem rd covington johannesburg,STMT013,protea
1,2026-08-04,POS PURCHASE SAVE LOT 4162*7855,-706.78,11336.41,True,save lot,STMT013,protea
1,2026-08-04,LEMONADE INSURANCE LEMONADE COM,-554.64,10781.77,True,lemonade insurance lemonade com,STMT013,protea
1,2026-08-04,POS PURCHASE MCDONALDS SANDTON 04 AUG,-211.47,10570.3,True,mcdonalds sandton,STMT013,protea
1,2026-08-05,MAGTAPE DEBIT MEDIRITE PHARMACY CONTRIBUTION POLOKWANE,-513.21,10057.09,True,medirite pharmacy contribution polokwane,STMT013,protea
1,2026-08-06,DEBIT ORDER MEDIRITE PHARMACY 7066*2523,-520.69,9536.4,True,medirite pharmacy,STMT013,protea
1,2026-08-06,CARD PURCHASE ATM FEE 9471*7363 06 AUG,-59.92,9476.48,True,atm fee,STMT013,protea
1,2026-08-07,DISNEY PLUS DATE 3092*1678,-261.19,9215.29,True,disney plus date,STMT013,protea
1,2026-08-07,POS PURCHASE EMPORIA DURBAN 7626*8743,-832.24,8383.05,True,emporia durban,STMT013,protea
1,2026-08-09,CARD PURCHASE FREDDY 5760*2123 09 AUG,-283.99,8099.06,True,freddy,STMT013,protea
1,2026-08-11,CARD PURCHASE CATAMOUNT TR CULLOWHEE 9983*6478,-276.69,7822.37,True,catamount tr cullowhee,STMT013,protea
1,2026-08-11,CARD PURCHASE SASOL STR DURBAN 11 AUG,-770.39,7051.98,True,sasol str durban,STMT013,protea
1,2026-08-12,POS PURCHASE ESKOM,-1419.85,5632.13,True,eskom,STMT013,protea
1,2026-08-13,POS PURCHASE BURGER KING 1938*8513,-62.45,5569.68,True,burger king,STMT013,protea
1,2026-08-14,CARD PURCHASE COF MERCHNT BIL MIDRAND 14 AUG,-1138.66,4431.02,True,cof merchnt bil midrand,STMT013,protea
1,2026-08-14,RALEY RALEY FOLSOM 9918*3695,-300.38,4130.64,True,raley raley folsom,STMT013,protea
1,2026-08-14,KRISPY KREME,-113.51,4017.13,True,krispy kreme,STMT013,protea
1,2026-08-17,POS PURCHASE CHARLIE SUPERMA EAST ORANGE 8521*5133,-330.24,3686.89,True,charlie superma east orange,STMT013,protea
1,2026-08-17,POS PURCHASE GIANT BETHLEHEM PADATE CAPE TOWN 1904*1241,-331.71,3355.18,True,giant bethlehem padate cape town,STMT013,protea
1,2026-08-18,PIZZA HUT CAPE TOWN 6592*1151 18 AUG,-364.48,2990.7,True,pizza hut cape town,STMT013,protea
1,2026-08-20,POS PURCHASE VIDA CAFFE 4345*2711,-58.38,2932.32,True,vida caffe,STMT013,protea
1,2026-08-21,POS PURCHASE FOOD LION FOOD LION VIRGINIABEACH 2216*8084,-59.51,2872.81,True,food lion food lion virginiabeach,STMT013,protea
1,2026-08-22,POS PURCHASE GROVE MARKET PERSEVERANCE AUSTIN CAPE TOWN,-115.51,2757.3,True,grove market perseverance austin cape town,STMT013,protea
1,2026-08-23,DANDY MINI MART,-136.9,2620.4,True,dandy mini mart,STMT013,protea
1,2026-08-24,POS PURCHASE DEBONAIRS PIZZA ROSEBANK 4421*3806,-60.69,2559.71,True,debonairs pizza rosebank,STMT013,protea
1,2026-08-24,ROMANS PIZZA VALLEY STREAM,-377.77,2181.94,True,romans pizza valley stream,STMT013,protea
1,2026-08-25,POS PURCHASE BIG BOY DELHI SOWETO 4943*7825,-123.3,2058.64,True,big boy delhi soweto,STMT013,protea
2,2026-08-25,SALARY ACACIA LOGISTICS,41500.0,43558.64,True,salary acacia logistics,STMT013,protea
2,2026-08-25,POS PURCHASE YALE CHECKERS STORE BLOEMFONTEIN,-400.3,43158.34,True,yale checkers store bloemfontein,STMT013,protea
2,2026-08-26,TRANSFER TO SAVINGS,-2700.0,40458.34,True,transfer savings,STMT013,protea
2,2026-08-26,POS PURCHASE WIMPY ENGLEWOOD,-25.01,40433.33,True,wimpy englewood,STMT013,protea
2,2026-08-27,CHECKERS,-183.0,40250.33,True,checkers,STMT013,protea
2,2026-08-29,POS PURCHASE SASOL ROCHESTER 7111*8905,-348.96,39901.37,True,sasol rochester,STMT013,protea
2,2026-08-30,MURPHY ATWALM WHITFIELD DRIVE COLUMBUSIN 7650*3206,-282.88,39618.49,True,murphy atwalm whitfield drive columbusin,STMT013,protea
2,2026-08-31,MONTHLY ACCOUNT FEE,-69.0,39549.49,True,monthly account fee,STMT013,protea
2,2026-08-31,COURTESY PAY FEE 6607*2119,-284.13,39265.36,True,courtesy pay fee,STMT013,protea
2,2026-08-31,POS PURCHASE ATM FEE 9879*4527 31 AUG,-47.42,39217.94,True,atm fee,STMT013,protea
1,2026-09-01,MONTHLY MAINTENANCE FEE RANDBURG 7128*3296,-117.06,23596.87,True,monthly maintenance fee randburg,STMT014,karoo
1,2026-09-01,SEATTLE COFFEE,-54.33,23542.54,True,seattle coffee,STMT014,karoo
1,2026-09-02,POS PURCHASE STORES HATFIELD 7393*6817 02 SEP,-150.66,23391.88,True,stores hatfield,STMT014,karoo
1,2026-09-02,INTERNET PMT TO VIRGIN ACTIVE CONTRIBUTION MIDRAND,-366.3,23025.58,True,virgin active contribution midrand,STMT014,karoo
1,2026-09-02,MICROSOFT,-234.62,22790.96,True,microsoft,STMT014,karoo
1,2026-09-02,CARD PURCHASE WOOLWORTHS 02 SEP,-636.97,22153.99,True,woolworths,STMT014,karoo
1,2026-09-05,POS PURCHASE WOODMEN CAR WASH COLORADO SPRICO RANDBURG 05 SEP,-110.88,22043.11,True,woodmen car wash colorado sprico randburg,STMT014,karoo
1,2026-09-05,INTERNET PMT TO CELL,-1486.51,20556.6,True,cell,STMT014,karoo
1,2026-09-05,CARD PURCHASE CHECKERS MIDDLEBR KNOXVILLE PIN,-308.41,20248.19,True,checkers middlebr knoxville pin,STMT014,karoo
1,2026-09-05,POS PURCHASE CHICKEN LICKEN RANDBURG 3850*1146,-53.2,20194.99,True,chicken licken randburg,STMT014,karoo
1,2026-09-06,MICROSOFT,-154.62,20040.37,True,microsoft,STMT014,karoo
1,2026-09-06,CARD PURCHASE SHELL,-467.43,19572.94,True,shell,STMT014,karoo
1,2026-09-06,MAGTAPE DEBIT WATER WOR 7150*2736,-1075.99,18496.95,True,water wor,STMT014,karoo
1,2026-09-06,POS PURCHASE CHECKERS HYPER SUP,-1363.69,17133.26,True,checkers hyper sup,STMT014,karoo
1,2026-09-07,POS PURCHASE SPAR OXFORD,-227.97,16905.29,True,spar oxford,STMT014,karoo
1,2026-09-07,POS PURCHASE MUGG BEAN BOLINGBROOK CAPE TOWN 2248*3200,-181.34,16723.95,True,mugg bean bolingbrook cape town,STMT014,karoo
1,2026-09-08,POS PURCHASE OVERDRAFT FEE ITEM DETAILS PROG UNIVERSAL RETRY CAPE TOWN,-370.75,16353.2,True,overdraft fee item details prog universal retry cape town,STMT014,karoo
1,2026-09-08,RALPHS RALPHS LOS ES,-1581.24,14771.96,True,ralphs ralphs los es,STMT014,karoo
1,2026-09-10,DAYBREAK MARKET BANNING,-272.9,14499.06,True,daybreak market banning,STMT014,karoo
1,2026-09-10,POS PURCHASE CHECKERS SUP BEREA PIN 10 SEP,-1228.42,13270.64,True,checkers sup berea pin,STMT014,karoo
1,2026-09-10,CARD PURCHASE MUGG BEAN STORE RANDBURG 9224*4686 10 SEP,-161.14,13109.5,True,mugg bean store randburg,STMT014,karoo
1,2026-09-12,CARD PURCHASE SHELL SERVICE STAT 2348*9867,-1062.32,12047.18,True,shell service stat,STMT014,karoo
1,2026-09-12,WOOLWORTHS COM 12 SEP,-278.6,11768.58,True,woolworths com,STMT014,karoo
1,2026-09-13,POS PURCHASE ENGEN TUSCALOOSA 8647*8736,-161.55,11607.03,True,engen tuscaloosa,STMT014,karoo
1,2026-09-14,POS PURCHASE APPLE MUSIC 8593*2939 14 SEP,-159.09,11447.94,True,apple music,STMT014,karoo
1,2026-09-14,CARD PURCHASE DDA BOLLA JAMAICA,-223.08,11224.86,True,dda bolla jamaica,STMT014,karoo
1,2026-09-15,POS PURCHASE TURKEY HILL MAIN ST BIRDSBORO 15 SEP,-346.31,10878.55,True,turkey hill main st birdsboro,STMT014,karoo
1,2026-09-16,CARD PURCHASE PICK PAY SHEPHERDSVILL SOWETO,-437.04,10441.51,True,pick pay shepherdsvill soweto,STMT014,karoo
1,2026-09-17,CARD PURCHASE PLAYSTATION NETWOR 5180*5082,-126.35,10315.16,True,playstation networ,STMT014,karoo
1,2026-09-19,WEIS MARKETS SBURG 19 SEP,-548.19,9766.97,True,weis markets sburg,STMT014,karoo
1,2026-09-20,CARD PURCHASE TIGER MART KEMP MENLYN 20 SEP,-274.95,9492.02,True,tiger mart kemp menlyn,STMT014,karoo
1,2026-09-22,POS PURCHASE SHELL 3714*2658,-155.35,9336.67,True,shell,STMT014,karoo
